ENSG00000002549.12_1	LAP3	chr4:17578815-17609595	+	protein_coding	4.634824209	3.024418119	2.989186635	3.054383007	4.047105366	4.21617168	4.061690119	6.091113577	6.322993297
ENSG00000002586.18_2	CD99	chrX:2609220-2659350	+	protein_coding	7.097812166	12.39409858	11.63828889	11.17264316	10.84553642	11.66059438	13.62187536	11.99544282	19.71749559
ENSG00000002586.18_2_PAR_Y	CD99	chrY:2559220-2609350	+	protein_coding	6.927000939	9.824928896	8.091295604	6.951097676	8.348193955	6.41886333	9.313899783	6.630706979	18.53820875
ENSG00000002822.15_2	MAD1L1	chr7:1855429-2272878	-	protein_coding	2.292141098	1.731853622	1.932277602	1.84637654	2.353008758	1.211510601	2.069806869	2.266620961	2.421723092
ENSG00000002834.17_2	LASP1	chr17:37026112-37078023	+	protein_coding	21.09097566	18.11044399	9.544751298	18.76321308	17.43759243	10.56867052	13.94325032	30.16518463	10.22457835
ENSG00000002919.14_1	SNX11	chr17:46180719-46200436	+	protein_coding	4.476158205	6.401074781	4.09994133	4.050604547	6.780064522	6.217797589	5.587149115	4.654123801	4.61306458
ENSG00000002933.7_2	TMEM176A	chr7:150497491-150502208	+	protein_coding	0.45451321	0.18011119	3.354324333	2.237877799	2.913019907	0.076227267	1.682099589	0.413128373	5.19728228
ENSG00000003056.3	M6PR	chr12:9092959-9102551	-	protein_coding	5.63785501	9.559681392	8.241342462	8.830172975	5.709147979	7.855717161	8.981777794	5.360232866	11.83804186
ENSG00000003393.14_2	ALS2	chr2:202565277-202645912	-	protein_coding	0.559319301	0.832924589	0.829939508	0.733781941	0.838377969	0.686403519	1.18092335	1.388359299	1.336550066
ENSG00000003400.14_2	CASP10	chr2:202047604-202094129	+	protein_coding	0.565790554	1.092948062	2.037426682	1.466649292	0.894843865	1.944613199	1.83854848	2.455649586	2.282911755
ENSG00000003402.19_2	CFLAR	chr2:201980827-202041410	+	protein_coding	11.92237968	21.58920646	16.63601622	13.40457484	24.9775648	19.94525598	17.49595203	12.21820695	15.41176026
ENSG00000003436.14_1	TFPI	chr2:188328957-188430487	-	protein_coding	0.439167006	0.528774103	0.346186595	0.765471518	0.496675395	0.508696307	0.496718961	0.577029003	0.450568282
ENSG00000003509.15_1	NDUFAF7	chr2:37458774-37480546	+	protein_coding	0.713494605	1.544574691	1.216101021	1.620319136	1.960382946	0.995673439	1.154867362	0.91920943	1.487646651
ENSG00000003756.16_2	RBM5	chr3:50126341-50156454	+	protein_coding	6.289346803	8.807546232	6.829936082	5.96094154	10.7997222	8.010746844	7.988653657	8.660753282	7.102188865
ENSG00000004059.10_2	ARF5	chr7:127228399-127231759	+	protein_coding	16.2591466	17.09053203	15.08477049	14.27624105	18.38263026	16.13798642	19.5269938	22.00383042	16.55709646
ENSG00000004139.13_2	SARM1	chr17:26691378-26731067	+	protein_coding	0.900695203	0.353608258	0.522110583	0.463288846	1.147725536	0.636477093	1.090597314	0.782283955	1.307993295
ENSG00000004142.11_1	POLDIP2	chr17:26674203-26684545	-	protein_coding	6.392566	7.182679	6.095227	6.476398072	7.586935114	7.476442	7.170739	8.000502352	8.309518
ENSG00000004399.12_2	PLXND1	chr3:129274018-129325661	-	protein_coding	2.286656527	3.467662831	3.123901662	3.572742889	3.846119391	4.613081871	3.702030524	3.617832387	5.621737825
ENSG00000004455.16_1	AK2	chr1:33473541-33546597	-	protein_coding	2.673538025	3.367528598	3.197820088	3.234313609	4.339363858	3.427102505	2.836789359	4.093409113	4.281443225
ENSG00000004468.12_1	CD38	chr4:15779898-15854853	+	protein_coding	0.946289374	1.075589418	0.792336074	0.699368527	1.896827243	0.944976177	1.050830105	1.295775293	1.381362532
ENSG00000004478.7_1	FKBP4	chr12:2904119-2914589	+	protein_coding	1.170482312	1.487065926	1.638907618	1.637639155	1.073989558	1.308863932	1.187726707	1.631625809	1.657157902
ENSG00000004487.15_2	KDM1A	chr1:23345941-23410182	+	protein_coding	3.26107381	2.739334906	3.135505329	3.518954845	4.016612319	3.668610935	3.507042976	3.742307738	4.494280612
ENSG00000004534.14_2	RBM6	chr3:49977440-50137478	+	protein_coding	5.556972349	5.384330328	4.621249389	6.020861722	6.849734947	4.938072029	4.977356166	5.946970031	8.075114718
ENSG00000004660.14_1	CAMKK1	chr17:3763609-3798185	-	protein_coding	1.401674041	1.607389966	0.854209685	0.974849637	1.77355968	0.990438548	1.119951975	1.536004569	0.704637415
ENSG00000004700.15_2	RECQL	chr12:21621845-21654603	-	protein_coding	2.623085382	4.507294509	4.296063398	3.229810957	5.35341279	4.060641952	4.550463889	4.089660784	4.915441692
ENSG00000004766.15_1	VPS50	chr7:92861653-92990433	+	protein_coding	1.472939377	2.11342057	2.474624735	2.066031864	1.95761999	2.788804193	2.04474116	2.096781627	2.024166993
ENSG00000004779.9_1	NDUFAB1	chr16:23592323-23607677	-	protein_coding	2.191283742	1.784472836	1.831962138	2.056165738	2.393294196	2.085866364	2.534790518	2.186561639	4.5511709
ENSG00000004799.7_1	PDK4	chr7:95212811-95225803	-	protein_coding	1.890580663	2.642867786	1.673276167	3.615826514	4.252131245	3.316612367	2.168610215	3.566581366	4.021205296
ENSG00000004809.13_2	SLC22A16	chr6:110745890-110797844	-	protein_coding	0.839874402	0.735784544	0.604477073	0.992544484	0.585902076	0.937844582	0.482136172	0.592972428	0.659204345
ENSG00000004864.13_1	SLC25A13	chr7:95749532-95951459	-	protein_coding	1.013414002	1.236837089	0.975692741	1.287260281	1.147802116	1.008171189	1.348895315	1.62596225	1.57601325
ENSG00000004866.19_2	ST7	chr7:116593292-116870157	+	protein_coding	0.487255548	1.313474716	0.604797977	0.75131891	0.901669283	0.933665825	1.205376509	1.04721866	0.533546867
ENSG00000004897.11_2	CDC27	chr17:45195069-45266788	-	protein_coding	6.326755226	12.145019	9.108774252	12.08052935	10.07002921	15.8228164	11.74717151	13.28712905	11.21533947
ENSG00000004939.13_1	SLC4A1	chr17:42325753-42345509	-	protein_coding	255.9506478	218.6377458	149.7480003	159.6672853	184.0408559	104.7120767	224.1313705	182.4087716	180.5292851
ENSG00000004961.14_1	HCCS	chrX:11129421-11141198	+	protein_coding	1.338614625	2.735481119	1.863671049	1.787562	1.921515376	2.222071642	2.437593932	1.480265239	2.984400919
ENSG00000004975.11_1	DVL2	chr17:7128660-7137864	-	protein_coding	1.404836763	1.708126207	1.664164255	1.16631117	1.871839993	0.799716549	1.652434019	1.38362212	1.90990444
ENSG00000005007.12_1	UPF1	chr19:18942747-18979045	+	protein_coding	8.826927118	10.20132675	9.311230958	7.164619671	12.13610284	10.96154158	10.70071727	11.3521808	9.432399532
ENSG00000005020.12_2	SKAP2	chr7:26706681-27034858	-	protein_coding	8.931503723	10.33508285	9.526683763	14.94893948	16.56121926	18.2090812	16.8530436	12.62176812	7.607526036
ENSG00000005022.5_1	SLC25A5	chrX:118602363-118605282	+	protein_coding	11.0604314	14.43000639	14.61480859	15.35717463	19.66248047	15.66957712	14.7681492	16.99398043	21.8522711
ENSG00000005059.15_2	CCDC109B	chr4:110481361-110609882	+	protein_coding	1.886753561	2.759404197	3.075205111	3.030342747	2.556023843	2.357228145	3.494198763	2.839861063	4.2040681
ENSG00000005075.15_1	POLR2J	chr7:102113565-102119354	-	protein_coding	11.94019088	12.50924089	11.92355196	14.63004797	13.39329324	17.43745203	10.89450853	17.8954387	21.25246938
ENSG00000005100.12_2	DHX33	chr17:5344232-5372380	-	protein_coding	1.291514375	0.738240354	0.877201947	1.151911965	1.409655195	0.82380527	1.124102764	1.374268247	1.288308951
ENSG00000005156.11_2	LIG3	chr17:33307513-33336762	+	protein_coding	0.863733998	0.750242828	0.655646167	1.004947043	1.10270443	0.710298854	0.673734757	0.957149709	0.920838143
ENSG00000005175.9_2	RPAP3	chr12:48055032-48099844	-	protein_coding	1.796862429	2.529979839	2.061250219	2.874638417	3.262622046	2.499833711	2.709958691	3.088851736	3.06108347
ENSG00000005194.14_2	CIAPIN1	chr16:57462081-57481440	-	protein_coding	1.399678828	0.955198346	1.045838665	1.015372621	0.872491412	1.337960726	0.935713461	1.674174891	0.982571197
ENSG00000005206.12	SPPL2B	chr19:2328614-2355099	+	processed_transcript	2.036736236	0.896849045	1.846227355	1.396349231	1.656084665	1.529028926	1.487963564	1.391888281	2.056455114
ENSG00000005238.19_1	FAM214B	chr9:35104109-35116338	-	protein_coding	12.82277471	15.22735986	14.75164772	11.71761508	13.88255926	11.21022472	15.5331825	11.0228567	10.95043907
ENSG00000005249.12_1	PRKAR2B	chr7:106685094-106802256	+	protein_coding	11.28834876	21.82122515	14.74226796	28.16467293	16.9883107	26.88270024	24.1760331	27.50104418	24.65778988
ENSG00000005302.17_2	MSL3	chrX:11776278-11793872	+	protein_coding	3.488391093	5.810354812	3.542908386	4.950204485	7.340996519	4.369002688	5.563747539	4.867317632	5.383697448
ENSG00000005339.14_2	CREBBP	chr16:3775055-3930727	-	protein_coding	11.38447314	17.85801705	14.10991498	12.83728968	22.16189679	16.11883455	16.15811988	16.92316133	11.37114178
ENSG00000005379.15_2	TSPOAP1	chr17:56378589-56406121	-	protein_coding	1.733580158	1.663822634	1.258477988	1.355837037	1.879825598	0.95028665	1.268325427	1.251510933	1.876315877
ENSG00000005381.7_1	MPO	chr17:56347217-56358296	-	protein_coding	0.931276496	0.800068159	1.921037684	0.607808242	2.160711618	2.090259607	0.521072538	1.042000055	0.249219082
ENSG00000005436.13_2	GCFC2	chr2:75879126-75938115	-	protein_coding	0.699183468	0.871322939	0.605632504	0.977808447	0.638513797	0.772735387	1.031663687	0.721930959	1.270734069
ENSG00000005448.16_1	WDR54	chr2:74648805-74652882	+	protein_coding	0.334350486	0.743593219	0.402827465	0.443726005	0.292734403	0.517339167	0.317210619	0.306160541	0.85544094
ENSG00000005483.20_2	KMT2E	chr7:104654626-104754808	+	protein_coding	9.95489818	14.12962226	12.04036617	12.54042352	19.08011938	15.17004483	14.58757042	13.29933619	13.70188886
ENSG00000005486.16_1	RHBDD2	chr7:75471920-75518244	+	protein_coding	4.053208366	3.580059778	4.612768984	4.127276187	5.599862504	4.556700671	4.937220559	3.790675255	5.682217619
ENSG00000005700.14_1	IBTK	chr6:82879700-82957471	-	protein_coding	0.954922969	1.558382272	2.103279126	2.058432905	2.434907634	2.154967072	1.993481239	2.408618976	2.378732065
ENSG00000005801.16_2	ZNF195	chr11:3360491-3400452	-	protein_coding	0.659486378	0.661478326	0.968103557	0.766487698	1.190797586	0.441509042	0.92912572	0.752563158	1.275159922
ENSG00000005810.13	MYCBP2	chr13:77618792-77901185	-	protein_coding	7.138951302	7.18720288	6.90982099	7.047938942	9.415164242	6.588520323	6.971999094	9.490113876	10.59438204
ENSG00000005812.10_2	FBXL3	chr13:77566733-77601330	-	protein_coding	3.999533239	5.777699123	4.413675558	4.28611997	7.671375376	6.023689072	5.206772459	6.986158926	5.773445537
ENSG00000005844.17_2	ITGAL	chr16:30483979-30534506	+	protein_coding	21.27303334	31.09096248	23.62564923	21.86623168	38.53339333	24.99712634	26.80536337	31.89004775	31.63695276
ENSG00000005882.11_2	PDK2	chr17:48172101-48189516	+	protein_coding	3.872363413	2.964814851	1.288662209	1.161398851	1.316162408	1.316433012	1.600452858	1.533590683	1.880486766
ENSG00000005889.15_1	ZFX	chrX:24167290-24234372	+	protein_coding	1.831915629	2.618533692	2.303239087	3.619702056	3.335404293	3.225265316	2.103801037	2.611573754	1.58172738
ENSG00000005893.15_1	LAMP2	chrX:119561682-119603220	-	protein_coding	7.621330964	14.99967352	10.2798921	12.18394001	18.96457386	19.57898184	15.70299253	14.69056391	9.026432324
ENSG00000005961.17_2	ITGA2B	chr17:42449548-42466873	-	protein_coding	18.61584251	22.65714831	15.2576746	26.57130196	15.52799817	20.2278955	19.80183907	31.35256729	30.90308931
ENSG00000006007.11_1	GDE1	chr16:19513011-19533467	-	protein_coding	7.653603281	13.1698225	8.104200293	16.16073686	10.07427236	13.74943313	11.98469227	11.43840165	10.30894989
ENSG00000006015.17_2	C19orf60	chr19:18699495-18703146	+	protein_coding	3.679997754	2.218076068	1.984399215	1.823230692	2.272098577	2.014965086	2.981428899	3.105094431	3.106850744
ENSG00000006025.11_2	OSBPL7	chr17:45884738-45899200	-	protein_coding	1.03673513	1.288499597	0.845094018	0.749770253	1.049909263	0.597380341	1.039448963	1.152355887	1.07959516
ENSG00000006062.13_1	MAP3K14	chr17:43340488-43394406	-	protein_coding	3.505225049	2.51967005	3.930578227	2.812002445	3.965371836	3.276055231	2.976455486	3.678605042	4.303507223
ENSG00000006125.16_2	AP2B1	chr17:33905065-34053428	+	protein_coding	7.967266947	10.06336933	8.801297149	9.570928577	9.923414396	9.883460144	7.37426387	12.1565914	10.48514091
ENSG00000006194.9_2	ZNF263	chr16:3313800-3351401	+	protein_coding	0.903475055	1.107342421	1.082734186	1.081779985	1.274682191	0.391692776	1.00759767	0.996014485	1.059284329
ENSG00000006282.20_2	SPATA20	chr17:48620419-48633213	+	protein_coding	1.062269313	0.669445518	0.886265308	1.494250092	0.991923482	0.981108554	1.239153812	1.265507722	1.7208444
ENSG00000006327.13_1	TNFRSF12A	chr16:3068446-3072384	+	protein_coding	1.39769228	1.518296371	1.461544351	1.678864424	1.491692602	1.925030163	2.361272115	2.113111466	1.607190363
ENSG00000006451.7_2	RALA	chr7:39663082-39747723	+	protein_coding	1.776175507	1.751136902	1.79799738	1.84561544	3.174577817	2.44292066	2.586168313	2.119901014	3.052288565
ENSG00000006459.10_1	KDM7A	chr7:139784546-139876835	-	protein_coding	9.10176326	17.95676354	11.2313161	17.16155144	16.34082449	22.08358351	13.84419739	18.19114657	16.27380705
ENSG00000006530.15_1	AGK	chr7:141250989-141355044	+	protein_coding	0.627873695	1.03036984	0.536100643	0.779363762	0.961048669	0.645434012	0.554343245	0.791835986	0.847485397
ENSG00000006534.15_1	ALDH3B1	chr11:67776048-67796749	+	protein_coding	2.099107876	2.019595329	1.664285878	2.394998567	2.569929248	2.336644671	2.760892542	2.807543659	2.6134615
ENSG00000006555.10_1	TTC22	chr1:55245385-55266940	-	protein_coding	1.114510878	1.082850346	1.080503541	0.682654529	1.253892148	1.0440225	1.226858907	1.290205321	0.893367455
ENSG00000006576.16_1	PHTF2	chr7:77428109-77586820	+	protein_coding	1.05864243	1.520282534	1.170555912	1.364807296	1.558026365	0.946313933	1.410721743	1.877380585	2.09138021
ENSG00000006607.13_2	FARP2	chr2:242295658-242434256	+	protein_coding	0.732614501	0.195442391	0.594931359	0.536096491	0.720934141	0.284038518	0.605218191	0.362309345	0.792052386
ENSG00000006625.17_2	GGCT	chr7:30536237-30544460	-	protein_coding	1.322517297	1.002452264	0.956398976	1.097699874	1.069078957	1.600973861	1.038509964	0	0.686809495
ENSG00000006634.7_1	DBF4	chr7:87505531-87538856	+	protein_coding	1.040390463	1.242998279	0.842158763	1.731719507	1.494980441	1.982710687	1.455019989	1.637840956	1.59797145
ENSG00000006638.11_1	TBXA2R	chr19:3594504-3606838	-	protein_coding	2.469299784	1.33781716	0.935377525	1.626086273	0.732933583	1.472923325	1.888427308	1.566319232	1.873780302
ENSG00000006652.13_2	IFRD1	chr7:112063023-112121072	+	protein_coding	3.183300277	5.755945637	4.092434609	3.492503733	7.194391498	6.204813401	5.790807031	3.961544284	3.115112741
ENSG00000006695.10_1	COX10	chr17:13972813-14111994	+	protein_coding	1.396313496	1.213737228	1.49564354	1.143236293	1.264722282	0.689972323	1.24358189	1.526980689	1.944267809
ENSG00000006712.14_2	PAF1	chr19:39876492-39881835	-	protein_coding	5.693776901	5.637495683	5.112899067	4.6270369	7.720994244	5.204304211	5.142673602	5.727221008	6.691063533
ENSG00000006715.15_2	VPS41	chr7:38762563-38971994	-	protein_coding	2.968077058	3.891839264	2.854290217	3.167778677	5.06665029	5.012512647	2.879533031	4.014944334	3.973872122
ENSG00000006744.18_2	ELAC2	chr17:12895708-12921504	-	protein_coding	1.359614445	1.368835348	1.641642564	1.517784267	2.447490036	1.018442288	1.75701297	1.703029023	2.671690806
ENSG00000006756.15_1	ARSD	chrX:2822011-2847392	-	protein_coding	0.779015605	0.927335174	0.905663059	1.352698859	2.045694682	1.023293154	1.391587595	0.957821406	1.139002986
ENSG00000006831.9_1	ADIPOR2	chr12:1797740-1897844	+	protein_coding	3.578561355	6.074193631	3.876836537	5.990879409	5.307146444	5.387225548	5.410795871	5.338669926	5.671120343
ENSG00000007038.10_1	PRSS21	chr16:2867181-2876305	+	protein_coding	0.142768463	0.270857472	0.330250619	0.44226568	0.821458175	0.177100792	0.297666404	0.386604776	0.846559912
ENSG00000007047.14_2	MARK4	chr19:45582546-45808541	+	protein_coding	2.780840536	2.754428667	2.398078622	2.135393191	4.320303141	3.26910438	1.763519549	3.081767875	2.71948542
ENSG00000007080.10_1	CCDC124	chr19:18043825-18054800	+	protein_coding	14.595012	16.63967041	12.60350002	14.46196973	12.51147623	13.70851826	12.54254759	14.37611181	13.72068532
ENSG00000007129.17_2	CEACAM21	chr19:42055886-42093197	+	protein_coding	2.410588499	1.666699077	2.091152454	1.272107102	3.640423219	1.554418259	2.197286265	2.259735894	1.541015358
ENSG00000007168.12_2	PAFAH1B1	chr17:2496504-2588909	+	protein_coding	4.530344037	6.962266054	6.357038014	5.536568248	7.889217886	7.462521435	5.913460636	7.114214158	6.381808863
ENSG00000007202.14_2	KIAA0100	chr17:26941458-26972472	-	protein_coding	4.82052499	6.297072352	5.376053936	4.499965093	7.876482985	6.241772372	5.332499145	6.274493224	7.495169945
ENSG00000007237.18_2	GAS7	chr17:9813926-10101868	-	protein_coding	3.37009938	6.418547377	4.733376799	4.657009896	10.94911278	5.463333384	3.971037365	8.059586355	6.163623113
ENSG00000007255.10_1	TRAPPC6A	chr19:45666186-45681495	-	protein_coding	3.156328635	2.443294566	3.406595731	3.483349816	3.001194198	3.390952158	3.879426169	3.722284827	4.583085211
ENSG00000007264.14_2	MATK	chr19:3777968-3802127	-	protein_coding	2.883772128	4.570002816	2.359584761	2.810914396	4.565337351	2.523555159	3.671235021	3.971585192	3.005407296
ENSG00000007312.12_1	CD79B	chr17:62006100-62009714	-	protein_coding	6.718165326	1.433526666	5.040009216	3.063029819	3.41840969	1.994182618	2.904449065	2.645815261	8.165496341
ENSG00000007341.18_1	ST7L	chr1:113066140-113163447	-	protein_coding	0.606828296	0.820563111	0.909187857	0.980045939	0.875148454	1.340843997	1.100198715	0.726056837	0.799205799
ENSG00000007350.16_2	TKTL1	chrX:153524024-153558700	+	protein_coding	0.107655255	1.468751968	0	0.357152149	0.359386854	0	0.399683901	0.254682776	0.05221533
ENSG00000007376.7_1	RPUSD1	chr16:834974-838397	-	protein_coding	1.391029119	2.819941031	2.859055256	1.563124476	2.165562931	1.692279046	2.419606156	3.176281269	2.931725841
ENSG00000007392.16_2	LUC7L	chr16:238968-279462	-	protein_coding	1.555602568	1.843463002	1.984597086	2.108695184	2.841978084	1.589928499	2.246795849	2.447000377	2.9808429
ENSG00000007402.11_2	CACNA2D2	chr3:50400230-50541675	-	protein_coding	0.495594457	1.002425022	0.296788459	0.517074417	1.149182362	0.442615443	0.862632425	0.471367202	0.55200895
ENSG00000007516.13_2	BAIAP3	chr16:1383602-1399442	+	protein_coding	0.58469298	0.138615244	1.901386786	0.277143062	2.295753024	0.765448239	1.3396752	0.706640782	0.951215808
ENSG00000007520.3_1	TSR3	chr16:1399241-1401912	-	protein_coding	8.358306	8.21784108	8.560448	5.781525611	9.453380761	8.274555788	9.112955903	10.44773957	11.140994
ENSG00000007541.10	PIGQ	chr16:616995-634136	+	protein_coding	3.63839321	1.343614545	2.311430935	1.659687556	1.901794435	1.183204015	1.735225914	2.173250513	1.753958179
ENSG00000007545.15_2	CRAMP1	chr16:1662326-1727909	+	protein_coding	2.061311799	1.028985905	1.24302913	0.998497444	1.415530311	1.320867391	1.052874686	1.099147648	1.653810844
ENSG00000007923.15_1	DNAJC11	chr1:6694228-6761984	-	protein_coding	1.336122138	1.132373198	2.035304099	1.113916676	1.687420913	1.44130607	1.436240779	1.640479738	1.871862799
ENSG00000007944.14_1	MYLIP	chr6:16129356-16148479	+	protein_coding	6.847001712	13.89180446	7.846114099	8.124541861	13.25518815	13.45827523	10.92020555	9.257582173	10.32922303
ENSG00000007968.6_1	E2F2	chr1:23832922-23857712	-	protein_coding	24.2035895	33.50042111	26.26177009	26.3301501	19.62177719	25.01727292	22.27310727	14.66002992	16.57981476
ENSG00000008018.8_1	PSMB1	chr6:170844205-170862429	-	protein_coding	5.656372854	7.679936	6.535041662	6.94644766	9.411384284	8.73624706	8.221347571	9.470359082	9.322289318
ENSG00000008083.13_1	JARID2	chr6:15246527-15522271	+	protein_coding	10.4110911	14.85485711	11.75440314	10.95881862	16.34476713	14.26705115	11.26684503	12.37335876	11.51112984
ENSG00000008128.22_2	CDK11A	chr1:1634169-1655763	-	protein_coding	4.876052558	4.523037024	5.378801778	4.005063187	11.3040191	3.713602397	5.419350154	6.268520769	5.684500464
ENSG00000008130.15_1	NADK	chr1:1682671-1711896	-	protein_coding	27.44105782	35.17181085	26.16907345	19.69058873	29.35948999	31.341381	32.98514141	34.40244486	20.2252771
ENSG00000008256.15_1	CYTH3	chr7:6201407-6312275	-	protein_coding	0.784209178	0.535906379	1.064921879	0.649207349	1.391692512	0.870568937	0.951123054	0.826320043	0.979042875
ENSG00000008282.8_1	SYPL1	chr7:105730949-105753022	-	protein_coding	2.255706912	2.398051024	2.733542713	3.201349174	2.685148299	3.398250918	3.053132363	2.557026688	5.301801106
ENSG00000008283.15_2	CYB561	chr17:61509665-61523739	-	protein_coding	1.244627651	0.413146686	0.909650947	0.973641697	1.233893061	0.827106465	0.978146755	0.956105753	1.27357178
ENSG00000008294.20_1	SPAG9	chr17:49039535-49198226	-	protein_coding	4.529573688	7.429574188	5.460734962	4.252578304	8.921354672	7.524736428	6.784478874	6.536297423	4.592704131
ENSG00000008324.10_1	SS18L2	chr3:42623332-42636606	+	protein_coding	2.399629396	1.617036633	2.078303789	1.881262234	1.972815418	1.99794745	1.492022824	1.595048905	2.812856364
ENSG00000008382.15_2	MPND	chr19:4343524-4360083	+	protein_coding	2.641971591	2.385327489	3.266099468	1.991100613	2.457353719	2.012660164	2.429884965	2.568685899	2.290983337
ENSG00000008405.11_2	CRY1	chr12:107385142-107487607	-	protein_coding	0.890496819	1.36534213	0.907040704	1.094530911	1.406333366	1.02575049	0.706789716	0.972299963	1.287921017
ENSG00000008438.4_1	PGLYRP1	chr19:46522411-46526323	-	protein_coding	10.835909	20.092436	13.167147	8.450547	16.029909	14.196911	19.894489	9.449261	7.355757
ENSG00000008441.16_2	NFIX	chr19:13106422-13209610	+	protein_coding	24.19797513	22.02127487	27.80686723	22.37599951	16.60810276	10.60323943	18.15053836	32.28126363	17.17019944
ENSG00000008513.14_2	ST3GAL1	chr8:134467091-134584183	-	protein_coding	8.420779666	6.730692809	8.081910679	11.02940182	11.7079631	7.780814391	8.401105089	11.22908304	9.391196627
ENSG00000008516.16_1	MMP25	chr16:3096682-3110727	+	protein_coding	69.00586032	97.19153155	65.03231509	51.89970184	124.1735429	98.78438055	99.39828183	77.23458089	49.94035985
ENSG00000008517.16_2	IL32	chr16:3115298-3132193	+	protein_coding	9.193232136	10.34829411	17.21198321	9.215591613	12.58894401	8.981229195	14.17721685	14.43604225	18.12376469
ENSG00000008710.18_2	PKD1	chr16:2138711-2185899	-	protein_coding	2.148212887	1.271233951	1.839600301	1.201201022	1.169791787	1.273483103	1.587155981	1.522416901	2.232850191
ENSG00000008838.18_2	MED24	chr17:38175350-38217468	-	protein_coding	1.290285692	1.348916687	1.206220005	1.220123185	1.497699176	1.070723081	1.57900487	1.708973326	1.890576903
ENSG00000008853.16_1	RHOBTB2	chr8:22844930-22877712	+	protein_coding	1.431529799	0.91373423	1.377182063	0.699936331	1.088834434	0.685339556	1.073795222	1.060531688	1.387278205
ENSG00000008869.11_1	HEATR5B	chr2:37195526-37311485	-	protein_coding	3.587110699	3.676378508	3.670920977	4.262967588	5.078092598	4.038218174	3.889339624	4.912021112	5.986444465
ENSG00000008952.16_1	SEC62	chr3:169684423-169716161	+	protein_coding	9.303367682	17.11988885	14.94782159	18.943658	13.77637678	14.02772101	16.21311771	17.85151521	20.11395957
ENSG00000008988.9_1	RPS20	chr8:56979854-56987140	-	protein_coding	41.30957703	25.62407403	37.68852644	31.37876496	30.95531306	28.63013523	30.73082845	27.46581061	41.6589245
ENSG00000009307.15_2	CSDE1	chr1:115259534-115301297	-	protein_coding	20.74186057	38.15521722	31.63703931	31.12294104	33.29981541	34.19018961	32.367334	36.01193514	36.20363293
